SRR30424916	IR	batch1	/home/vgaya/estudios_in_silico/ONT/FASTQ/SRR30424916_1.fastq
SRR30424917	IRsham	batch1	/home/vgaya/estudios_in_silico/ONT/FASTQ/SRR30424917_1.fastq
SRR30424918	MI	batch1	/home/vgaya/estudios_in_silico/ONT/FASTQ/SRR30424918_1.fastq
SRR30424925	MIsham	batch1	/home/vgaya/estudios_in_silico/ONT/FASTQ/SRR30424925_1.fastq
