"logFC"	"logCPM"	"PValue"	"FDR"
-6.71537050108903	6.63227439884348	1.95375848812599e-12	1.59534149347927e-07
-5.62843738734127	8.15807150787568	8.85597066473597e-12	3.61567142314508e-07
-5.54242007926719	6.00101591530443	5.70434212633607e-10	1.55262685441991e-05
4.7162752479925	9.24849711633814	8.88733406928011e-10	1.81423815856767e-05
-4.90248824410355	6.85380358330507	1.38675233440808e-09	2.26470523732184e-05
4.80713738487169	6.60312492430649	3.5592321153776e-09	4.16353526343161e-05
-4.71890148489676	6.77868771170774	3.56925440499924e-09	4.16353526343161e-05
6.74235839400668	4.38674522973094	7.69628471530446e-09	7.85550160535233e-05
-4.8326836756492	5.36547195426164	1.56055192596153e-08	0.00014158540834932
4.11520851149754	8.90148297166084	3.87498118039152e-08	0.00031641158828487
-4.5039967341024	5.74092498817017	7.74396588343899e-08	0.000574848667465646
4.52670633326157	5.215853225745	9.21201034976181e-08	0.000626838920924834
-6.01065967278479	4.04049190668933	1.06731771875554e-07	0.000670398679422951
-8.88424870896757	3.00587579302585	1.46827987007839e-07	0.000856374234223223
4.4326415298737	4.98373270932661	1.59988859311377e-07	0.000870926020471364
4.49684718864811	4.96224095289081	2.53456606067775e-07	0.00120859080955909
4.95373007549747	4.45408855696672	2.6430862067692e-07	0.00120859080955909
4.65230002436784	4.84587915301334	2.66421340665773e-07	0.00120859080955909
3.95642312003922	6.63475108444964	3.40535461072432e-07	0.00146349595125629
4.0739372589725	5.70197097298036	3.60600372791084e-07	0.0014722411720128
-4.92410373440935	4.26679940326784	6.09633482656313e-07	0.00237045819172863
4.46183395415831	5.0827653710955	7.73518182283386e-07	0.00285968756042844
-3.64349518250955	7.88762191198935	8.60302654911391e-07	0.00285968756042844
8.58652638208566	3.46725276609647	8.75701578622086e-07	0.00285968756042844
5.2913586345689	4.26230184517209	8.84207100825746e-07	0.00285968756042844
3.94470778050684	6.01322166608366	9.10561221861972e-07	0.00285968756042844
3.73339905192926	7.848034299975	1.17368100950855e-06	0.00348116092470909
3.64145085404762	6.89681667630317	1.19371141867435e-06	0.00348116092470909
4.34780758230851	4.56398825002659	1.50238442698936e-06	0.00398774197785168
4.1324066533426	4.88268270376766	1.5435201499051e-06	0.00398774197785168
3.79495876871841	6.07566876484758	1.56083114550085e-06	0.00398774197785168
-3.55588274380463	7.38202645522781	1.56276704783851e-06	0.00398774197785168
-3.45251075740985	10.9570487196042	1.6122679004702e-06	0.00398938592160285
8.40868286527415	4.23335775629534	2.04881124054979e-06	0.00492046123079685
4.01406274020832	4.95813575942684	2.24877903785131e-06	0.0052464014953071
3.5820134356579	6.37691249205227	2.71821881342962e-06	0.00604359396922471
-4.79629322951297	3.14725097844101	2.73850929963033e-06	0.00604359396922471
5.06228629230513	3.70214140451643	3.08876096063128e-06	0.00646699426257301
4.50867062441211	3.59789399620526	3.08876096063128e-06	0.00646699426257301
3.39271038950969	8.06581239403944	3.48516056511324e-06	0.00711451964860804
3.4253851843595	7.30560097217271	3.65214085358325e-06	0.00727355027803268
3.4184543583345	7.47686406414237	3.82390734477418e-06	0.00743431319613181
-3.30301147194064	9.44420466603709	4.1480908779859e-06	0.00787703164283578
4.98581686985911	3.76226348589339	4.47144635786619e-06	0.00820464464196412
3.61002932144138	5.88272439178683	4.52157257838938e-06	0.00820464464196412
-3.58344051839244	6.48410393487875	4.75523673362562e-06	0.00844106207574347
3.28811323598234	8.50914815997458	5.30361530192394e-06	0.00903538579447433
3.97176116057785	4.46996261385575	5.3113528643043e-06	0.00903538579447433
3.90402153948853	4.79170411252081	5.62318179102395e-06	0.00912711086192201
3.27019045398905	8.65939059056797	5.70785890136896e-06	0.00912711086192201
4.95939902393997	3.66480182388033	5.76671565428574e-06	0.00912711086192201
3.22324547176988	14.8475828496054	5.8123784804353e-06	0.00912711086192201
3.55164644911131	6.07023232892481	6.03916688991052e-06	0.00930430513954045
3.57836342486073	5.33618957810506	6.66173344202019e-06	0.00990870483227972
-4.24946060851153	4.10548046823847	7.00347470700048e-06	0.00990870483227972
3.85967843392885	5.17205575075415	7.00755037708573e-06	0.00990870483227972
3.85967843392885	5.05922526611598	7.00755037708573e-06	0.00990870483227972
4.18218511761491	3.94971298177819	7.45779295662389e-06	0.00990870483227972
4.35145056909413	3.25789293759879	7.48629369402394e-06	0.00990870483227972
4.35145056909413	3.58505470939306	7.48629369402394e-06	0.00990870483227972
8.16155112677873	2.69483749223075	7.72045524458559e-06	0.00990870483227972
8.16155112677873	3.60718441566225	7.72045524458559e-06	0.00990870483227972
-8.1119761286664	2.9198302531877	7.72045524458559e-06	0.00990870483227972
3.18669706186112	10.1006602189851	7.76629856427533e-06	0.00990870483227972
-3.60449167637141	4.82523998090526	8.07792294302546e-06	0.0101477353525037
-3.41747257502525	5.65278783375523	8.52723946315112e-06	0.0103725912869716
4.32349707001531	3.87935176031595	8.5517311941291e-06	0.0103725912869716
3.33224037422197	6.52528011325575	8.63800388848287e-06	0.0103725912869716
5.47286128061006	2.54051555600162	9.66399242122225e-06	0.0112861082075441
-3.31102465569668	6.15429855680896	9.71947718692304e-06	0.0112861082075441
-3.5679580891863	5.27687848546029	9.813406193566e-06	0.0112861082075441
3.48728726275146	5.57386861245264	1.10146347412908e-05	0.0122147611856705
3.7826030663533	5.16698525553623	1.10452967583897e-05	0.0122147611856705
-3.54238789987109	5.34073919910934	1.11544206001052e-05	0.0122147611856705
4.81952644005978	3.28179719929046	1.12192405722282e-05	0.0122147611856705
3.15635996471366	7.71139420681663	1.29351405413351e-05	0.013897617117141
5.40091330223473	3.54223987885539	1.34468317876944e-05	0.013963002174452
3.93904027489371	4.38620896614337	1.34873195408285e-05	0.013963002174452
-3.07825505250927	10.8967687830385	1.35089972663243e-05	0.013963002174452
-3.54558290640169	4.90010592563166	1.4300508396719e-05	0.0144128470897267
3.24134378145141	6.33618011229404	1.43549793087299e-05	0.0144128470897267
4.75954563028708	4.53148648229899	1.4829535983284e-05	0.0144128470897267
4.20592996239406	3.63744628507393	1.4829535983284e-05	0.0144128470897267
4.03309628862927	3.69751030880589	1.51410107388366e-05	0.0144128470897267
3.58025181004889	5.41355198014684	1.5179778944541e-05	0.0144128470897267
3.46603551181012	4.93643438739649	1.5179778944541e-05	0.0144128470897267
3.22402704357016	6.69388063548989	1.57428465591519e-05	0.0147756567331903
-3.29201013908506	5.24894970470697	1.7079501511417e-05	0.0153636121854423
3.74966467682932	4.47921445908337	1.70980515833095e-05	0.0153636121854423
4.72859339161377	3.49119417563089	1.70996143041565e-05	0.0153636121854423
3.44139707573773	4.898119899678	1.71218995637162e-05	0.0153636121854423
-3.54946962447926	4.36398294948762	1.78693488993705e-05	0.0157917992424903
7.9696256576638	2.85328457297662	1.79858836513575e-05	0.0157917992424903
-3.60274236398975	4.64860441807908	1.87367522749955e-05	0.0162760585852634
3.18975751367681	6.34312257768834	1.91641871128e-05	0.0164721231441651
-3.43905119105118	4.96609461823178	1.9559113336475e-05	0.0165943378654988
-4.0571110225416	4.02639335679158	1.97128255826757e-05	0.0165943378654988
3.12690500130531	6.59184912193774	2.20320212413914e-05	0.0181735866213394
3.23169485484557	5.91583550797493	2.20339853715339e-05	0.0181735866213394
-7.90923261904125	2.10710449390634	2.24823545641969e-05	0.018357966619395
3.0987747398956	7.44694884964511	2.28706240015761e-05	0.0183714500531087
3.55757930526491	4.55513720609297	2.31563042127835e-05	0.0183714500531087
3.31752029425622	5.53649749756897	2.31738332676529e-05	0.0183714500531087
3.36485179904969	5.11914937083073	2.47861639630551e-05	0.0190720411462828
3.58337469816312	4.50776384940498	2.48508187831973e-05	0.0190720411462828
3.95234565575733	3.82439367221441	2.49918364172709e-05	0.0190720411462828
3.95234565575733	3.49612434168296	2.49918364172709e-05	0.0190720411462828
-4.35527666326636	3.06700119788373	2.65437158999772e-05	0.0194290729779978
4.11100686774658	3.28758901985654	2.65437158999772e-05	0.0194290729779978
4.11100686774658	3.2000771429574	2.65437158999772e-05	0.0194290729779978
4.11100686774658	3.29712140995907	2.65437158999772e-05	0.0194290729779978
3.72678931874352	4.30636767072829	2.6649392854519e-05	0.0194290729779978
-3.0929170079708	6.3068084135213	2.70067669879038e-05	0.0195153766229848
-7.86502603370682	2.12419151913674	2.8247060862709e-05	0.0202325767960044
3.7048006630147	4.20939580782293	2.9526178041768e-05	0.0209648701565266
3.26763379464504	5.23216737211443	3.09471739102547e-05	0.0217844093589814
5.24526679566617	3.11254267701383	3.23096056900313e-05	0.022357973327284
